"Fold","Type","Index","GeographyCode"
2,"Train",22259,"E01025788"
2,"Train",27181,"E01031133"
2,"Train",27224,"E01031179"
2,"Train",28559,"E01032891"
2,"Train",27200,"E01031154"
2,"Train",22284,"E01025816"
2,"Train",23391,"E01027022"
2,"Train",27207,"E01031161"
2,"Train",22143,"E01025664"
2,"Train",23376,"E01027006"
2,"Train",27211,"E01031166"
2,"Train",22262,"E01025791"
2,"Train",23399,"E01027030"
2,"Train",27190,"E01031143"
2,"Train",22277,"E01025808"
2,"Train",23395,"E01027026"
2,"Train",27209,"E01031163"
2,"Train",27191,"E01031144"
2,"Train",22263,"E01025792"
2,"Train",27175,"E01031125"
2,"Train",23361,"E01026987"
2,"Train",27215,"E01031170"
2,"Train",27202,"E01031156"
2,"Train",27185,"E01031137"
2,"Train",28560,"E01032893"
2,"Train",22260,"E01025789"
2,"Train",27192,"E01031145"
2,"Train",23362,"E01026988"
2,"Train",27178,"E01031130"
2,"Train",23384,"E01027015"
2,"Train",27184,"E01031136"
2,"Train",27216,"E01031171"
2,"Train",23366,"E01026993"
2,"Train",27212,"E01031167"
2,"Train",27183,"E01031135"
2,"Train",23385,"E01027016"
2,"Train",27193,"E01031146"
2,"Train",28561,"E01032894"
2,"Train",27220,"E01031175"
2,"Train",27188,"E01031140"
2,"Train",22261,"E01025790"
2,"Train",23360,"E01026986"
2,"Train",27217,"E01031172"
2,"Train",27218,"E01031173"
2,"Train",27222,"E01031177"
2,"Train",27180,"E01031132"
2,"Train",27194,"E01031148"
2,"Train",27213,"E01031168"
2,"Train",27186,"E01031138"
2,"Train",27189,"E01031142"
2,"Train",24488,"E01028257"
2,"Train",24247,"E01028004"
2,"Train",16846,"E01019525"
2,"Train",24549,"E01028321"
2,"Train",17122,"E01019806"
2,"Train",6836,"E01008035"
2,"Train",6824,"E01008022"
2,"Train",16816,"E01019493"
2,"Train",24455,"E01028223"
2,"Train",24497,"E01028268"
2,"Train",6837,"E01008036"
2,"Train",24489,"E01028258"
2,"Train",24511,"E01028282"
2,"Train",16873,"E01019552"
2,"Train",6569,"E01007747"
2,"Train",24471,"E01028239"
2,"Train",16827,"E01019505"
2,"Train",6484,"E01007657"
2,"Train",24566,"E01028339"
2,"Train",24294,"E01028053"
2,"Train",24469,"E01028237"
2,"Train",17119,"E01019803"
2,"Train",24512,"E01028283"
2,"Train",6574,"E01007752"
2,"Train",24551,"E01028323"
2,"Train",24508,"E01028279"
2,"Train",16824,"E01019502"
2,"Train",24303,"E01028063"
2,"Train",24531,"E01028302"
2,"Train",24298,"E01028058"
2,"Train",24259,"E01028016"
2,"Train",24285,"E01028044"
2,"Train",24465,"E01028233"
2,"Train",16884,"E01019563"
2,"Train",16841,"E01019520"
2,"Train",24299,"E01028059"
2,"Train",6489,"E01007663"
2,"Train",6609,"E01007789"
2,"Train",24248,"E01028005"
2,"Train",6828,"E01008027"
2,"Train",16825,"E01019503"
2,"Train",16802,"E01019479"
2,"Train",24506,"E01028277"
2,"Train",16828,"E01019506"
2,"Train",6840,"E01008039"
2,"Train",24468,"E01028236"
2,"Train",24507,"E01028278"
2,"Train",16872,"E01019551"
2,"Train",24491,"E01028260"
2,"Train",6572,"E01007750"
2,"Train",6838,"E01008037"
2,"Train",24307,"E01028067"
2,"Train",24510,"E01028281"
2,"Train",24498,"E01028269"
2,"Train",24505,"E01028276"
2,"Train",24479,"E01028248"
2,"Train",16833,"E01019511"
2,"Train",24484,"E01028253"
2,"Train",24296,"E01028055"
2,"Train",16814,"E01019491"
2,"Train",6487,"E01007660"
2,"Train",24458,"E01028226"
2,"Train",24249,"E01028006"
2,"Train",17131,"E01019815"
2,"Train",24452,"E01028219"
2,"Train",16807,"E01019484"
2,"Train",24472,"E01028240"
2,"Train",24264,"E01028021"
2,"Train",6612,"E01007792"
2,"Train",16887,"E01019566"
2,"Train",24306,"E01028066"
2,"Train",16889,"E01019568"
2,"Train",16819,"E01019497"
2,"Train",24470,"E01028238"
2,"Train",16812,"E01019489"
2,"Train",24256,"E01028013"
2,"Train",24257,"E01028014"
2,"Train",6611,"E01007791"
2,"Train",6831,"E01008030"
2,"Train",24478,"E01028247"
2,"Train",16830,"E01019508"
2,"Train",24308,"E01028068"
2,"Train",16844,"E01019523"
2,"Train",16810,"E01019487"
2,"Train",24460,"E01028228"
2,"Train",24292,"E01028051"
2,"Train",6575,"E01007753"
2,"Train",6485,"E01007658"
2,"Train",16888,"E01019567"
2,"Train",6822,"E01008020"
2,"Train",24301,"E01028061"
2,"Train",16815,"E01019492"
2,"Train",24500,"E01028271"
2,"Train",16809,"E01019486"
2,"Train",24287,"E01028046"
2,"Train",24493,"E01028262"
2,"Train",24483,"E01028252"
2,"Train",24290,"E01028049"
2,"Train",24481,"E01028250"
2,"Train",16832,"E01019510"
2,"Train",6486,"E01007659"
2,"Train",28349,"E01032585"
2,"Train",24245,"E01028002"
2,"Train",24302,"E01028062"
2,"Train",16820,"E01019498"
2,"Train",24300,"E01028060"
2,"Train",16885,"E01019564"
2,"Train",24304,"E01028064"
2,"Train",24550,"E01028322"
2,"Train",24524,"E01028295"
2,"Train",16831,"E01019509"
2,"Train",17115,"E01019799"
2,"Train",6490,"E01007664"
2,"Train",24289,"E01028048"
2,"Train",24492,"E01028261"
2,"Train",17123,"E01019807"
2,"Train",6610,"E01007790"
2,"Train",17121,"E01019805"
2,"Train",6825,"E01008023"
2,"Train",24272,"E01028029"
2,"Train",24286,"E01028045"
2,"Train",24490,"E01028259"
2,"Train",16845,"E01019524"
2,"Train",24246,"E01028003"
2,"Train",24504,"E01028275"
2,"Train",24463,"E01028231"
2,"Train",24261,"E01028018"
2,"Train",24482,"E01028251"
2,"Train",24495,"E01028264"
2,"Train",24487,"E01028256"
2,"Train",24513,"E01028284"
2,"Train",24461,"E01028229"
2,"Train",24494,"E01028263"
2,"Train",24293,"E01028052"
2,"Train",6842,"E01008041"
2,"Train",24288,"E01028047"
2,"Train",6606,"E01007785"
2,"Train",24243,"E01028000"
2,"Train",24283,"E01028042"
2,"Train",16870,"E01019549"
2,"Train",24496,"E01028267"
2,"Train",6488,"E01007661"
2,"Train",6633,"E01007815"
2,"Train",6608,"E01007788"
2,"Train",17117,"E01019801"
2,"Train",16808,"E01019485"
2,"Train",16826,"E01019504"
2,"Train",16818,"E01019496"
2,"Train",6571,"E01007749"
2,"Train",17118,"E01019802"
2,"Train",6821,"E01008019"
2,"Train",24291,"E01028050"
2,"Train",16813,"E01019490"
2,"Train",6570,"E01007748"
2,"Train",24244,"E01028001"
2,"Train",24532,"E01028303"
2,"Train",24273,"E01028030"
2,"Train",24305,"E01028065"
2,"Train",24502,"E01028273"
2,"Train",24457,"E01028225"
2,"Train",24459,"E01028227"
2,"Train",16886,"E01019565"
2,"Train",24279,"E01028036"
2,"Train",16811,"E01019488"
2,"Train",24473,"E01028242"
2,"Train",24456,"E01028224"
2,"Train",24474,"E01028243"
2,"Train",6494,"E01007669"
2,"Train",6833,"E01008032"
2,"Train",24567,"E01028340"
2,"Train",16817,"E01019495"
2,"Train",24284,"E01028043"
2,"Train",16801,"E01019478"
2,"Train",28890,"E01033392"
2,"Train",24565,"E01028338"
2,"Train",24295,"E01028054"
2,"Train",17120,"E01019804"
2,"Train",6607,"E01007786"
2,"Train",24297,"E01028056"
2,"Train",16806,"E01019483"
2,"Train",17137,"E01019821"
2,"Train",24501,"E01028272"
2,"Train",24530,"E01028301"
2,"Train",16829,"E01019507"
2,"Train",24467,"E01028235"
2,"Train",24263,"E01028020"
2,"Train",24466,"E01028234"
2,"Train",24542,"E01028313"
2,"Train",6573,"E01007751"
2,"Train",6827,"E01008025"
2,"Train",24503,"E01028274"
2,"Train",24509,"E01028280"
2,"Train",10364,"E01011851"
2,"Train",9859,"E01011299"
2,"Train",24142,"E01027889"
2,"Train",10262,"E01011744"
2,"Train",6322,"E01007490"
2,"Train",10268,"E01011751"
2,"Train",10323,"E01011810"
2,"Train",24134,"E01027881"
2,"Train",10321,"E01011808"
2,"Train",10317,"E01011804"
2,"Train",24145,"E01027892"
2,"Train",10270,"E01011753"
2,"Train",6463,"E01007634"
2,"Train",10320,"E01011807"
2,"Train",10267,"E01011750"
2,"Train",11475,"E01013077"
2,"Train",10318,"E01011805"
2,"Train",10351,"E01011838"
2,"Train",10373,"E01011860"
2,"Train",24157,"E01027906"
2,"Train",10278,"E01011762"
2,"Train",6324,"E01007492"
2,"Train",24163,"E01027915"
2,"Train",10259,"E01011741"
2,"Train",24160,"E01027909"
2,"Train",24148,"E01027895"
2,"Train",10363,"E01011850"
2,"Train",6301,"E01007468"
2,"Train",10354,"E01011841"
2,"Train",24132,"E01027879"
2,"Train",10319,"E01011806"
2,"Train",10277,"E01011761"
2,"Train",24137,"E01027884"
2,"Train",24164,"E01027916"
2,"Train",6462,"E01007633"
2,"Train",10282,"E01011767"
2,"Train",10271,"E01011754"
2,"Train",24130,"E01027877"
2,"Train",24144,"E01027891"
2,"Train",10367,"E01011854"
2,"Train",24135,"E01027882"
2,"Train",24139,"E01027886"
2,"Train",24154,"E01027902"
2,"Train",24136,"E01027883"
2,"Train",10294,"E01011781"
2,"Train",10258,"E01011740"
2,"Train",10269,"E01011752"
2,"Train",10361,"E01011848"
2,"Train",24147,"E01027894"
2,"Train",10296,"E01011783"
2,"Train",10284,"E01011770"
2,"Train",24143,"E01027890"
2,"Train",10298,"E01011785"
2,"Train",10356,"E01011843"
2,"Train",10273,"E01011756"
2,"Train",6325,"E01007493"
2,"Train",10353,"E01011840"
2,"Train",10301,"E01011788"
2,"Train",24146,"E01027893"
2,"Train",10266,"E01011748"
2,"Train",6319,"E01007487"
2,"Train",10272,"E01011755"
2,"Train",10352,"E01011839"
2,"Train",9858,"E01011298"
2,"Train",9857,"E01011297"
2,"Train",9862,"E01011302"
2,"Train",24158,"E01027907"
2,"Train",6337,"E01007506"
2,"Train",10264,"E01011746"
2,"Train",10368,"E01011855"
2,"Train",10279,"E01011764"
2,"Train",24159,"E01027908"
2,"Train",10265,"E01011747"
2,"Train",6323,"E01007491"
2,"Train",10365,"E01011852"
2,"Train",10283,"E01011768"
2,"Train",24133,"E01027880"
2,"Train",6335,"E01007504"
2,"Train",24138,"E01027885"
2,"Train",10355,"E01011842"
2,"Train",10357,"E01011844"
2,"Train",10260,"E01011742"
2,"Train",24131,"E01027878"
2,"Train",10291,"E01011778"
2,"Train",10362,"E01011849"
2,"Train",6302,"E01007469"
2,"Train",10292,"E01011779"
2,"Train",10350,"E01011837"
2,"Train",10324,"E01011811"
2,"Train",10369,"E01011856"
2,"Train",11473,"E01013075"
2,"Train",10360,"E01011847"
2,"Train",24171,"E01027924"
2,"Train",6303,"E01007470"
2,"Train",10261,"E01011743"
2,"Train",24141,"E01027888"
2,"Train",6469,"E01007640"
2,"Train",24129,"E01027876"
2,"Train",6306,"E01007473"
2,"Train",24161,"E01027913"
2,"Train",10366,"E01011853"
2,"Train",10359,"E01011846"
2,"Train",24150,"E01027897"
2,"Train",10358,"E01011845"
2,"Train",24151,"E01027899"
2,"Train",10322,"E01011809"
2,"Train",10263,"E01011745"
2,"Train",10349,"E01011836"
2,"Train",10316,"E01011803"
2,"Train",10347,"E01011834"
2,"Train",24170,"E01027923"
2,"Train",6321,"E01007489"
2,"Train",10348,"E01011835"
2,"Train",24162,"E01027914"
2,"Train",6417,"E01007587"
2,"Train",6305,"E01007472"
2,"Train",10370,"E01011857"
2,"Train",24073,"E01027781"
2,"Train",23901,"E01027600"
2,"Train",23920,"E01027622"
2,"Train",11737,"E01013372"
2,"Train",23918,"E01027619"
2,"Train",24067,"E01027775"
2,"Train",23897,"E01027596"
2,"Train",24034,"E01027737"
2,"Train",23902,"E01027601"
2,"Train",11801,"E01013439"
2,"Train",23992,"E01027695"
2,"Train",23993,"E01027696"
2,"Train",11800,"E01013438"
2,"Train",11798,"E01013436"
2,"Train",23934,"E01027636"
2,"Train",23932,"E01027634"
2,"Train",23942,"E01027644"
2,"Train",11792,"E01013430"
2,"Train",23896,"E01027595"
2,"Train",11740,"E01013375"
2,"Train",24087,"E01027797"
2,"Train",23895,"E01027594"
2,"Train",23929,"E01027631"
2,"Train",24072,"E01027780"
2,"Train",10725,"E01012258"
2,"Train",10553,"E01012056"
2,"Train",28357,"E01032593"
2,"Train",10568,"E01012075"
2,"Train",10627,"E01012152"
2,"Train",10514,"E01012012"
2,"Train",10556,"E01012059"
2,"Train",28949,"E01033472"
2,"Train",10720,"E01012253"
2,"Train",10695,"E01012227"
2,"Train",10711,"E01012244"
2,"Train",10607,"E01012128"
2,"Train",28946,"E01033469"
2,"Train",10704,"E01012237"
2,"Train",10566,"E01012073"
2,"Train",10752,"E01012289"
2,"Train",10510,"E01012008"
2,"Train",10706,"E01012239"
2,"Train",23898,"E01027597"
2,"Train",10495,"E01011991"
2,"Train",10593,"E01012108"
2,"Train",10485,"E01011980"
2,"Train",10472,"E01011963"
2,"Train",10715,"E01012248"
2,"Train",10505,"E01012001"
2,"Train",10461,"E01011949"
2,"Train",10516,"E01012014"
2,"Train",10710,"E01012243"
2,"Train",10548,"E01012051"
2,"Train",10549,"E01012052"
2,"Train",10688,"E01012217"
2,"Train",28947,"E01033470"
2,"Train",10601,"E01012118"
2,"Train",23923,"E01027625"
2,"Train",10733,"E01012270"
2,"Train",28317,"E01032549"
2,"Train",10551,"E01012054"
2,"Train",23917,"E01027618"
2,"Train",10615,"E01012139"
2,"Train",10650,"E01012178"
2,"Train",10666,"E01012194"
2,"Train",10537,"E01012039"
2,"Train",10689,"E01012218"
2,"Train",23899,"E01027598"
2,"Train",10634,"E01012160"
2,"Train",10532,"E01012033"
2,"Train",10631,"E01012157"
2,"Train",10755,"E01012292"
2,"Train",10718,"E01012251"
2,"Train",10717,"E01012250"
2,"Train",10582,"E01012091"
2,"Train",10554,"E01012057"
2,"Train",10580,"E01012089"
2,"Train",10489,"E01011984"
2,"Train",10552,"E01012055"
2,"Train",10543,"E01012046"
2,"Train",10702,"E01012235"
2,"Train",10522,"E01012020"
2,"Train",10671,"E01012200"
2,"Train",10499,"E01011995"
2,"Train",10657,"E01012185"
2,"Train",10482,"E01011977"
2,"Train",10734,"E01012271"
2,"Train",23892,"E01027591"
2,"Train",28316,"E01032548"
2,"Train",10486,"E01011981"
2,"Train",10714,"E01012247"
2,"Train",10520,"E01012018"
2,"Train",10534,"E01012035"
2,"Train",10471,"E01011962"
2,"Train",10658,"E01012186"
2,"Train",10488,"E01011983"
2,"Train",10608,"E01012129"
2,"Train",10690,"E01012219"
2,"Train",10574,"E01012081"
2,"Train",10504,"E01012000"
2,"Train",10606,"E01012127"
2,"Train",10746,"E01012283"
2,"Train",10745,"E01012282"
2,"Train",10722,"E01012255"
2,"Train",10632,"E01012158"
2,"Train",10709,"E01012242"
2,"Train",10562,"E01012066"
2,"Train",10571,"E01012078"
2,"Train",10623,"E01012148"
2,"Train",10636,"E01012162"
2,"Train",10565,"E01012071"
2,"Train",10653,"E01012181"
2,"Train",10682,"E01012211"
2,"Train",10635,"E01012161"
2,"Train",10697,"E01012230"
2,"Train",10487,"E01011982"
2,"Train",10546,"E01012049"
2,"Train",10561,"E01012065"
2,"Train",10620,"E01012145"
2,"Train",10529,"E01012030"
2,"Train",10598,"E01012113"
2,"Train",10713,"E01012246"
2,"Train",10749,"E01012286"
2,"Train",10643,"E01012171"
2,"Train",10696,"E01012228"
2,"Train",10626,"E01012151"
2,"Train",10533,"E01012034"
2,"Train",10618,"E01012142"
2,"Train",10751,"E01012288"
2,"Train",10741,"E01012278"
2,"Train",10638,"E01012164"
2,"Train",10707,"E01012240"
2,"Train",10600,"E01012117"
2,"Train",10637,"E01012163"
2,"Train",10536,"E01012037"
2,"Train",10665,"E01012193"
2,"Train",10633,"E01012159"
2,"Train",23900,"E01027599"
2,"Train",10616,"E01012140"
2,"Train",10738,"E01012275"
2,"Train",10703,"E01012236"
2,"Train",10667,"E01012196"
2,"Train",10468,"E01011959"
2,"Train",10592,"E01012107"
2,"Train",10509,"E01012007"
2,"Train",10491,"E01011986"
2,"Train",10668,"E01012197"
2,"Train",10475,"E01011967"
2,"Train",10527,"E01012025"
2,"Train",10763,"E01012301"
2,"Train",10624,"E01012149"
2,"Train",10664,"E01012192"
2,"Train",10588,"E01012100"
2,"Train",10558,"E01012061"
2,"Train",10701,"E01012234"
2,"Train",10721,"E01012254"
2,"Train",10584,"E01012093"
2,"Train",10503,"E01011999"
2,"Train",10469,"E01011960"
2,"Train",10501,"E01011997"
2,"Train",10625,"E01012150"
2,"Train",10526,"E01012024"
2,"Train",10639,"E01012165"
2,"Train",10544,"E01012047"
2,"Train",10619,"E01012144"
2,"Train",10723,"E01012256"
2,"Train",10496,"E01011992"
2,"Train",28952,"E01033475"
2,"Train",28955,"E01033480"
2,"Train",10740,"E01012277"
2,"Train",10646,"E01012174"
2,"Train",10602,"E01012119"
2,"Train",10589,"E01012102"
2,"Train",10739,"E01012276"
2,"Train",10748,"E01012285"
2,"Train",10480,"E01011974"
2,"Train",10567,"E01012074"
2,"Train",10575,"E01012082"
2,"Train",10590,"E01012105"
2,"Train",10622,"E01012147"
2,"Train",10656,"E01012184"
2,"Train",10669,"E01012198"
2,"Train",10483,"E01011978"
2,"Train",10729,"E01012262"
2,"Train",10540,"E01012043"
2,"Train",10614,"E01012138"
2,"Train",10511,"E01012009"
2,"Train",10621,"E01012146"
2,"Train",10753,"E01012290"
2,"Train",10649,"E01012177"
2,"Train",10759,"E01012297"
2,"Train",10735,"E01012272"
2,"Train",10523,"E01012021"
2,"Train",10742,"E01012279"
2,"Train",10603,"E01012120"
2,"Train",10683,"E01012212"
2,"Train",10641,"E01012168"
2,"Train",10545,"E01012048"
2,"Train",10517,"E01012015"
2,"Train",10605,"E01012124"
2,"Train",10680,"E01012209"
2,"Train",23922,"E01027624"
2,"Train",10758,"E01012296"
2,"Train",10712,"E01012245"
2,"Train",10519,"E01012017"
2,"Train",10559,"E01012062"
2,"Train",10493,"E01011989"
2,"Train",10642,"E01012170"
2,"Train",10651,"E01012179"
2,"Train",10538,"E01012041"
2,"Train",28954,"E01033479"
2,"Train",10570,"E01012077"
2,"Train",10655,"E01012183"
2,"Train",10744,"E01012281"
2,"Train",10470,"E01011961"
2,"Train",10490,"E01011985"
2,"Train",10640,"E01012167"
2,"Train",28319,"E01032552"
2,"Train",10550,"E01012053"
2,"Train",10473,"E01011965"
2,"Train",10467,"E01011957"
2,"Train",10732,"E01012269"
2,"Train",10512,"E01012010"
2,"Train",10578,"E01012085"
2,"Train",10648,"E01012176"
2,"Train",10736,"E01012273"
2,"Train",10542,"E01012045"
2,"Train",10685,"E01012214"
2,"Train",10492,"E01011988"
2,"Train",10494,"E01011990"
2,"Train",10596,"E01012111"
2,"Train",10727,"E01012260"
2,"Train",10604,"E01012121"
2,"Train",10628,"E01012154"
2,"Train",10617,"E01012141"
2,"Train",10541,"E01012044"
2,"Train",10572,"E01012079"
2,"Train",10687,"E01012216"
2,"Train",10502,"E01011998"
2,"Train",10521,"E01012019"
2,"Train",10731,"E01012268"
2,"Train",23921,"E01027623"
2,"Train",10560,"E01012063"
2,"Train",28358,"E01032594"
2,"Train",10547,"E01012050"
2,"Train",10573,"E01012080"
2,"Train",10754,"E01012291"
2,"Train",10587,"E01012099"
2,"Train",28951,"E01033474"
2,"Train",10535,"E01012036"
2,"Train",10564,"E01012068"
2,"Train",10630,"E01012156"
2,"Train",10644,"E01012172"
2,"Train",10728,"E01012261"
2,"Train",10652,"E01012180"
2,"Train",28948,"E01033471"
2,"Train",10708,"E01012241"
2,"Train",10481,"E01011975"
2,"Train",10724,"E01012257"
2,"Train",10474,"E01011966"
2,"Train",10557,"E01012060"
2,"Train",10726,"E01012259"
2,"Train",10595,"E01012110"
2,"Train",10647,"E01012175"
2,"Train",10577,"E01012084"
2,"Train",10699,"E01012232"
2,"Train",10586,"E01012097"
2,"Train",10654,"E01012182"
2,"Train",10500,"E01011996"
2,"Train",10518,"E01012016"
2,"Train",10579,"E01012088"
2,"Train",10686,"E01012215"
2,"Train",10530,"E01012031"
2,"Train",10513,"E01012011"
2,"Train",28327,"E01032561"
2,"Train",10599,"E01012114"
2,"Train",10581,"E01012090"
2,"Train",10539,"E01012042"
2,"Train",10684,"E01012213"
2,"Train",10719,"E01012252"
2,"Train",17980,"E01020828"
2,"Train",10528,"E01012026"
2,"Train",10629,"E01012155"
2,"Train",10613,"E01012137"
2,"Train",10462,"E01011950"
2,"Train",10743,"E01012280"
2,"Train",10747,"E01012284"
2,"Train",10525,"E01012023"
2,"Train",10524,"E01012022"
2,"Train",10700,"E01012233"
2,"Train",10576,"E01012083"
2,"Train",10555,"E01012058"
2,"Train",10583,"E01012092"
2,"Train",10750,"E01012287"
2,"Train",10591,"E01012106"
2,"Train",10563,"E01012067"
2,"Train",10594,"E01012109"
2,"Train",10597,"E01012112"
2,"Train",10705,"E01012238"
2,"Train",10737,"E01012274"
2,"Train",10645,"E01012173"
2,"Train",10609,"E01012130"
2,"Train",10515,"E01012013"
2,"Train",10610,"E01012131"
2,"Train",10484,"E01011979"
2,"Train",10476,"E01011968"
2,"Train",10681,"E01012210"
2,"Train",10531,"E01012032"
2,"Train",28326,"E01032560"
2,"Train",10569,"E01012076"
2,"Train",10730,"E01012267"
2,"Train",10698,"E01012231"
2,"Train",19795,"E01022931"
2,"Train",19564,"E01022614"
2,"Train",19572,"E01022622"
2,"Train",27420,"E01031505"
2,"Train",20112,"E01023276"
2,"Train",14803,"E01017062"
2,"Train",19785,"E01022920"
2,"Train",19787,"E01022922"
2,"Train",19765,"E01022899"
2,"Train",19692,"E01022763"
2,"Train",19777,"E01022911"
2,"Train",19786,"E01022921"
2,"Train",19675,"E01022735"
2,"Train",19694,"E01022766"
2,"Train",19561,"E01022610"
2,"Train",27439,"E01031534"
2,"Train",19791,"E01022927"
2,"Train",19801,"E01022949"
2,"Train",14800,"E01017052"
2,"Train",20068,"E01023231"
2,"Train",27440,"E01031535"
2,"Train",19805,"E01022954"
2,"Train",19821,"E01022970"
2,"Train",19769,"E01022903"
2,"Train",19807,"E01022956"
2,"Train",19781,"E01022916"
2,"Train",14801,"E01017053"
2,"Train",20070,"E01023233"
2,"Train",19804,"E01022952"
2,"Train",19696,"E01022768"
2,"Train",28378,"E01032615"
2,"Train",19784,"E01022919"
2,"Train",19778,"E01022913"
2,"Train",19681,"E01022743"
2,"Train",27441,"E01031536"
2,"Train",19809,"E01022958"
2,"Train",19799,"E01022947"
2,"Train",27437,"E01031531"
2,"Train",20109,"E01023273"
2,"Train",19698,"E01022770"
2,"Train",14807,"E01017113"
2,"Train",19577,"E01022628"
2,"Train",19803,"E01022951"
2,"Train",19802,"E01022950"
2,"Train",19562,"E01022611"
2,"Train",19558,"E01022606"
2,"Train",27422,"E01031507"
2,"Train",19819,"E01022968"
2,"Train",14804,"E01017063"
2,"Train",19792,"E01022928"
2,"Train",28367,"E01032604"
2,"Train",19818,"E01022967"
2,"Train",19775,"E01022909"
2,"Train",19665,"E01022725"
2,"Train",19782,"E01022917"
2,"Train",28379,"E01032616"
2,"Train",19789,"E01022925"
2,"Train",19779,"E01022914"
2,"Train",19816,"E01022965"
2,"Train",27446,"E01031543"
2,"Train",19814,"E01022963"
2,"Train",19578,"E01022629"
2,"Train",20111,"E01023275"
2,"Train",27391,"E01031474"
2,"Train",19770,"E01022904"
2,"Train",19563,"E01022613"
2,"Train",19679,"E01022741"
2,"Train",19666,"E01022726"
2,"Train",20107,"E01023271"
2,"Train",19560,"E01022608"
2,"Train",19810,"E01022959"
2,"Train",19776,"E01022910"
2,"Train",19668,"E01022728"
2,"Train",19772,"E01022906"
2,"Train",19542,"E01022589"
2,"Train",27412,"E01031496"
2,"Train",19794,"E01022930"
2,"Train",19773,"E01022907"
2,"Train",14811,"E01017118"
2,"Train",14810,"E01017117"
2,"Train",19693,"E01022764"
2,"Train",14798,"E01017050"
2,"Train",19673,"E01022733"
2,"Train",19774,"E01022908"
2,"Train",20119,"E01023285"
2,"Train",14808,"E01017115"
2,"Train",28380,"E01032617"
2,"Train",28381,"E01032618"
2,"Train",19677,"E01022739"
2,"Train",27392,"E01031475"
2,"Train",19812,"E01022961"
2,"Train",19811,"E01022960"
2,"Train",19820,"E01022969"
2,"Train",19822,"E01022971"
2,"Train",19678,"E01022740"
2,"Train",19815,"E01022964"
2,"Train",19767,"E01022901"
2,"Train",14805,"E01017064"
2,"Train",28368,"E01032605"
2,"Train",19797,"E01022934"
2,"Train",27421,"E01031506"
2,"Train",19662,"E01022721"
2,"Train",19559,"E01022607"
2,"Train",14799,"E01017051"
2,"Train",14802,"E01017061"
2,"Train",14813,"E01017120"
2,"Train",20072,"E01023235"
2,"Train",19793,"E01022929"
2,"Train",19823,"E01022972"
2,"Train",20069,"E01023232"
2,"Train",19768,"E01022902"
2,"Train",19790,"E01022926"
2,"Train",19676,"E01022737"
2,"Train",19664,"E01022723"
2,"Train",19663,"E01022722"
2,"Train",27409,"E01031493"
2,"Train",27393,"E01031476"
2,"Train",19788,"E01022924"
2,"Train",19806,"E01022955"
2,"Train",19796,"E01022933"
2,"Train",19808,"E01022957"
2,"Train",19827,"E01022976"
2,"Train",19817,"E01022966"
2,"Train",19813,"E01022962"
2,"Train",27438,"E01031533"
2,"Train",19798,"E01022935"
2,"Train",19783,"E01022918"
2,"Train",19667,"E01022727"
2,"Train",19771,"E01022905"
2,"Train",19671,"E01022731"
2,"Train",14806,"E01017112"
2,"Train",19780,"E01022915"
2,"Train",19695,"E01022767"
2,"Train",19543,"E01022590"
2,"Train",19825,"E01022974"
2,"Train",19824,"E01022973"
2,"Train",20113,"E01023277"
2,"Train",19541,"E01022588"
2,"Train",14809,"E01017116"
2,"Train",19826,"E01022975"
2,"Train",19661,"E01022720"
2,"Train",19800,"E01022948"
2,"Train",19697,"E01022769"
2,"Train",20071,"E01023234"
2,"Train",14812,"E01017119"
2,"Train",19766,"E01022900"
2,"Train",14319,"E01016368"
2,"Train",19730,"E01022860"
2,"Train",19759,"E01022892"
2,"Train",14384,"E01016438"
2,"Train",19763,"E01022897"
2,"Train",19504,"E01022550"
2,"Train",14566,"E01016636"
2,"Train",19487,"E01022528"
2,"Train",19480,"E01022520"
2,"Train",19521,"E01022567"
2,"Train",19747,"E01022879"
2,"Train",19725,"E01022854"
2,"Train",19467,"E01022506"
2,"Train",19720,"E01022849"
2,"Train",28532,"E01032843"
2,"Train",19495,"E01022536"
2,"Train",14369,"E01016423"
2,"Train",19733,"E01022863"
2,"Train",14231,"E01016268"
2,"Train",14233,"E01016270"
2,"Train",14327,"E01016377"
2,"Train",14235,"E01016272"
2,"Train",19762,"E01022896"
2,"Train",19445,"E01022481"
2,"Train",28539,"E01032852"
2,"Train",19489,"E01022530"
2,"Train",19490,"E01022531"
2,"Train",19741,"E01022872"
2,"Train",28537,"E01032849"
2,"Train",19439,"E01022474"
2,"Train",19455,"E01022492"
2,"Train",14342,"E01016393"
2,"Train",14385,"E01016439"
2,"Train",28533,"E01032844"
2,"Train",19502,"E01022548"
2,"Train",19472,"E01022512"
2,"Train",19447,"E01022484"
2,"Train",14580,"E01016653"
2,"Train",14267,"E01016307"
2,"Train",26963,"E01030900"
2,"Train",28531,"E01032842"
2,"Train",28535,"E01032847"
2,"Train",14569,"E01016639"
2,"Train",19512,"E01022558"
2,"Train",19509,"E01022555"
2,"Train",14324,"E01016373"
2,"Train",14625,"E01016706"
2,"Train",19723,"E01022852"
2,"Train",28540,"E01032853"
2,"Train",14611,"E01016690"
2,"Train",19434,"E01022469"
2,"Train",19757,"E01022890"
2,"Train",14612,"E01016691"
2,"Train",19510,"E01022556"
2,"Train",19717,"E01022846"
2,"Train",19760,"E01022893"
